0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Class
3.635808602790643,-2.9990638841474864,-4.1866780175235885,0.5898882128631051,0.3363821141115708,-0.1239358341700254,-3.131893810721386,-0.8598379636606663,1.69957181983832,2.6478186435666897,-4.426247222767274,0.6163378819919282,-0.7384898154598318,2.013072616537801,1.8699873018754938,0.8953917035495383,-1.324748028810649,-1.3541295822184944,-2.503564068281664,-0.11031333615130823,-1.5111523844268313,3.7342562053422874,-0.537779389176462,-2.3351370774918396,2.5402427993222947,-2.071117432430227,1.2015437560109818,0.31624323816785693,0.08115761939638633,0.7578516438413484,A
3.1980788421444606,-0.27672523980909614,0.8108546938475613,-1.4638664740714693,0.8540303534275531,2.393226209825278,0.3057311863924324,-0.7267071337856736,0.975840627761108,-1.4233738079203802,1.8205592371292734,0.7165346676667299,-0.4329554249776285,0.8146474080349351,-6.322423162077982,3.1796501363934877,-0.6027650024222546,-0.0637557246415545,-0.16229570256445428,1.2513349752005491,-2.105409387080622,-0.1464712021968304,-0.22841212375487197,2.6668169809856876,0.40237526548047176,-0.1792935465048957,0.6066753317593254,-1.2134757982261848,0.22771623798216367,-2.0878842123786967,A
2.7331223398436744,0.06762434055915567,1.7695035918265525,-2.1750758692068253,0.541985926849301,5.275276747804978,-1.306300809065068,-0.05741332590065151,-5.985598626942004,2.5272863844690585,-0.20536607125953393,3.5551769397870565,-1.5219290039513693,-0.44008911857729277,2.520666768186949,1.8997750535504403,-0.41448526778744044,4.1688086151689046,1.4695482332228036,-0.22055104506649892,-3.745783339188246,4.265418822706308,0.8977450003161214,-0.2930727693210129,1.0029613078423991,-0.159623812513898,-2.612409823199661,-2.2196475460462617,1.3315614605105985,-2.0906514616592524,A
-0.31120529088582005,-2.820540376891703,-3.1362167230662497,1.1983270815595732,-2.649276748549282,-1.7343663426721818,-0.5936394475038721,-0.12485567839573708,-2.207701259140391,-1.8322833763458317,1.2529838773325275,-1.0466576210798628,-1.9121856476063595,1.2307305267013264,-0.007396948374962742,1.2430057854135288,-2.3026896143422424,-2.816376670263323,2.0034340374459148,1.1247407888639052,-1.9088436232018167,-0.23709398208527688,0.1378556319094174,-1.0706094895930676,-3.5282515843005924,1.0247837695875903,2.3846591811362328,0.49050930572409335,0.936107976979794,-1.5254645629219212,A
2.018233284687378,-0.851073847034384,-0.040156421124612485,-2.9930306595187828,0.5107316613477131,1.6972377628674729,1.5731582722505157,-1.2611847030697083,-0.8765997568527812,0.22192195313258273,-2.304913147547037,3.784540284819763,-0.6675147409495399,-1.7009160001199775,-2.669361647773015,2.2274685166921455,0.9065105113999228,-1.2258115719581626,-1.8810901095586539,2.2648019395870516,-2.1999278938041686,0.9092363138724575,1.9909067835575693,-0.031181730051865836,-1.646856602109278,-0.15809105201572654,-1.5896872797691957,2.1731899250864775,-0.6862002783404509,2.785572060216242,A
1.077399278874624,-0.7337272045723083,-0.44404304150425733,1.47225476952772,-2.703984123636671,1.956045455751465,-0.2719537304513962,-0.13584278274399164,-0.25065683303796854,-0.6394154087549131,2.0983467846505954,2.136525737675508,-0.6024112714121984,2.0480988012006964,-0.9770588639063071,3.6922233850415243,-3.669357613607862,1.037798141384823,-2.542089445666097,3.1968550138978156,-1.5047575822232155,1.1729846115637794,1.1651982085817323,-2.7930973284949085,0.5275112488908219,2.0029978700439823,-0.2489819375145279,5.143243617922634,-0.22165424965545621,2.6068400096279936,A
1.647190349888252,-2.5577948330383613,2.805950445860105,-1.9476869692303758,1.929722030887423,1.917561866432768,1.4885505274438426,2.2492900202109953,-0.06164842825489625,0.4600056348504358,1.949330273499527,0.8093819695155603,-2.7133069151751394,-2.1297990097526256,2.1024417880004362,3.30382439805193,2.351912043120584,-0.450574768537846,2.4000104138902443,1.8953914723527934,-2.622103544310554,-1.5829203721525595,-2.8921483079558454,4.971356874767497,-0.8813079347968236,1.391006854708194,-1.0314269557563547,-1.2606310577555575,-0.6116158790781769,1.8496836750453307,A
-1.9893130097744092,-1.3792905270706868,0.8920315267592183,1.7071037431419738,1.7791551478126177,2.3542878609175126,1.5364731300538506,-0.6090106218468803,-2.5902047929847303,2.415140761468722,2.2936256216742175,0.37289045221277417,0.7790587193050273,4.66463163209352,-1.3903944875288485,3.957520860592174,-0.6899351302617556,4.282720803912158,-2.1160253512672744,0.7414900953597029,-0.6762809113122213,2.1218949688576165,-3.0728866310177936,-2.501308288247238,1.7989801499264433,2.838446353124933,1.4626738245934494,1.384683390950192,-3.3711386081038732,5.32353804391985,A
-2.5038252181444163,-3.967483638410477,2.6119485600508447,0.21442230204390234,-3.32959705429944,2.6926391969945778,-0.9204136849040628,1.5410607302357335,3.4172992325146665,1.003314716854845,2.3707794068844956,2.7351395090606765,2.046008344432667,-2.3277412954850574,0.05164413334404616,1.0827485768570493,-1.8597527059694996,1.947140912829051,-1.8289543291583257,2.864136802470945,-1.7579899385208688,0.9182317105441086,4.507482744160565,3.421550346306487,1.4678779018783468,2.5895839088169827,0.28145480951715574,0.7937595101662203,-3.580253820222823,2.271665349976196,A
0.6595337502111368,1.8682955339429757,1.8921694068434287,-1.1082240116298052,-2.15630039426174,-1.4563444199032833,-2.8372124249921686,1.7520373928853443,0.3835152751329196,1.1827508174058454,-1.6270822255372357,-5.1849505662437485,-2.0154401473885275,0.7319082197783682,-3.5925744888144724,-0.664255137305996,1.7866997287045898,-1.9463079810231532,3.416093902737743,2.270140653016882,-1.819535281399823,0.4759887128137328,-2.2930175587235793,2.3798320238832087,-0.6288003847186399,-0.5375555814894841,2.0305561600362387,3.6997311492975813,1.838784300339568,-0.5232860254608436,A
